urn:cite:botcar:sloane.1	urn:cite:botcar:CatesbyHS212.087
urn:cite:botcar:sloane.10	urn:cite:botcar:CatesbyHS212.58b
urn:cite:botcar:sloane.100	urn:cite:botcar:CatesbyHS212.087
urn:cite:botcar:sloane.101	urn:cite:botcar:CatesbyHS212.016
urn:cite:botcar:sloane.102	urn:cite:botcar:CatesbyHS212.035
urn:cite:botcar:sloane.103	urn:cite:botcar:CatesbyHS212.044
urn:cite:botcar:sloane.104	urn:cite:botcar:CatesbyHS212.054
urn:cite:botcar:sloane.105	urn:cite:botcar:CatesbyHS232.094
urn:cite:botcar:sloane.106	urn:cite:botcar:CatesbyHS212.086
urn:cite:botcar:sloane.107	urn:cite:botcar:CatesbyHS232.126
urn:cite:botcar:sloane.108	urn:cite:botcar:CatesbyHS212.001
urn:cite:botcar:sloane.109	urn:cite:botcar:CatesbyHS212.067
urn:cite:botcar:sloane.11	urn:cite:botcar:CatesbyHS212.043
urn:cite:botcar:sloane.110	urn:cite:botcar:CatesbyHS212.017
urn:cite:botcar:sloane.111	urn:cite:botcar:CatesbyHS212.067
urn:cite:botcar:sloane.112	urn:cite:botcar:CatesbyHS232.139
urn:cite:botcar:sloane.113	urn:cite:botcar:CatesbyHS232.035
urn:cite:botcar:sloane.114	urn:cite:botcar:CatesbyHS232.031
urn:cite:botcar:sloane.115	urn:cite:botcar:CatesbyHS232.061
urn:cite:botcar:sloane.116	urn:cite:botcar:CatesbyHS212.062
urn:cite:botcar:sloane.117	urn:cite:botcar:CatesbyHS212.003
urn:cite:botcar:sloane.118	urn:cite:botcar:CatesbyHS212.060
urn:cite:botcar:sloane.119	urn:cite:botcar:CatesbyHS232.078
urn:cite:botcar:sloane.12	urn:cite:botcar:CatesbyHS232.038
urn:cite:botcar:sloane.120	urn:cite:botcar:CatesbyHS232.086
urn:cite:botcar:sloane.121	urn:cite:botcar:CatesbyHS212.059
urn:cite:botcar:sloane.122	urn:cite:botcar:CatesbyHS232.084
urn:cite:botcar:sloane.123	urn:cite:botcar:CatesbyHS232.123
urn:cite:botcar:sloane.124	urn:cite:botcar:CatesbyHS212.061
urn:cite:botcar:sloane.125	urn:cite:botcar:CatesbyHS232.128
urn:cite:botcar:sloane.126	urn:cite:botcar:CatesbyHS232.075
urn:cite:botcar:sloane.127	urn:cite:botcar:CatesbyHS212.069
urn:cite:botcar:sloane.128	urn:cite:botcar:CatesbyHS232.123
urn:cite:botcar:sloane.129	urn:cite:botcar:CatesbyHS232.063
urn:cite:botcar:sloane.13	urn:cite:botcar:CatesbyHS212.057
urn:cite:botcar:sloane.130	urn:cite:botcar:CatesbyHS212.003
urn:cite:botcar:sloane.131	urn:cite:botcar:CatesbyHS232.039
urn:cite:botcar:sloane.132	urn:cite:botcar:CatesbyHS212.034
urn:cite:botcar:sloane.133	urn:cite:botcar:CatesbyHS232.100
urn:cite:botcar:sloane.134	urn:cite:botcar:CatesbyHS232.029
urn:cite:botcar:sloane.135	urn:cite:botcar:CatesbyHS232.059
urn:cite:botcar:sloane.136	urn:cite:botcar:CatesbyHS212.056
urn:cite:botcar:sloane.137	urn:cite:botcar:CatesbyHS212.070
urn:cite:botcar:sloane.138	urn:cite:botcar:CatesbyHS212.039
urn:cite:botcar:sloane.139	urn:cite:botcar:CatesbyHS232.059
urn:cite:botcar:sloane.14	urn:cite:botcar:CatesbyHS212.001
urn:cite:botcar:sloane.140	urn:cite:botcar:CatesbyHS232.064
urn:cite:botcar:sloane.141	urn:cite:botcar:CatesbyHS232.063
urn:cite:botcar:sloane.142	urn:cite:botcar:CatesbyHS212.075
urn:cite:botcar:sloane.143	urn:cite:botcar:CatesbyHS212.072
urn:cite:botcar:sloane.144	urn:cite:botcar:CatesbyHS212.037
urn:cite:botcar:sloane.145	urn:cite:botcar:CatesbyHS212.053
urn:cite:botcar:sloane.146	urn:cite:botcar:CatesbyHS212.075
urn:cite:botcar:sloane.147	urn:cite:botcar:CatesbyHS212.036
urn:cite:botcar:sloane.148	urn:cite:botcar:CatesbyHS212.073
urn:cite:botcar:sloane.149	urn:cite:botcar:CatesbyHS232.028
urn:cite:botcar:sloane.15	urn:cite:botcar:CatesbyHS212.055
urn:cite:botcar:sloane.150	urn:cite:botcar:CatesbyHS232.041
urn:cite:botcar:sloane.151	urn:cite:botcar:CatesbyHS232.067
urn:cite:botcar:sloane.152	urn:cite:botcar:CatesbyHS232.115
urn:cite:botcar:sloane.153	urn:cite:botcar:CatesbyHS232.118
urn:cite:botcar:sloane.154	urn:cite:botcar:CatesbyHS232.066
urn:cite:botcar:sloane.155	urn:cite:botcar:CatesbyHS212.090
urn:cite:botcar:sloane.156	urn:cite:botcar:CatesbyHS212.084
urn:cite:botcar:sloane.157	urn:cite:botcar:CatesbyHS212.020
urn:cite:botcar:sloane.158	urn:cite:botcar:CatesbyHS212.084
urn:cite:botcar:sloane.159	urn:cite:botcar:CatesbyHS212.057
urn:cite:botcar:sloane.16	urn:cite:botcar:CatesbyHS212.095
urn:cite:botcar:sloane.160	urn:cite:botcar:CatesbyHS212.018
urn:cite:botcar:sloane.161	urn:cite:botcar:CatesbyHS232.136
urn:cite:botcar:sloane.162	urn:cite:botcar:CatesbyHS212.074
urn:cite:botcar:sloane.163	urn:cite:botcar:CatesbyHS212.023
urn:cite:botcar:sloane.164	urn:cite:botcar:CatesbyHS232.104
urn:cite:botcar:sloane.165	urn:cite:botcar:CatesbyHS212.076
urn:cite:botcar:sloane.166	urn:cite:botcar:CatesbyHS232.101
urn:cite:botcar:sloane.167	urn:cite:botcar:CatesbyHS232.114
urn:cite:botcar:sloane.168	urn:cite:botcar:CatesbyHS232.139
urn:cite:botcar:sloane.169	urn:cite:botcar:CatesbyHS232.052
urn:cite:botcar:sloane.17	urn:cite:botcar:CatesbyHS212.055
urn:cite:botcar:sloane.170	urn:cite:botcar:CatesbyHS232.054
urn:cite:botcar:sloane.171	urn:cite:botcar:CatesbyHS212.047
urn:cite:botcar:sloane.172	urn:cite:botcar:CatesbyHS232.052
urn:cite:botcar:sloane.173	urn:cite:botcar:CatesbyHS232.049
urn:cite:botcar:sloane.174	urn:cite:botcar:CatesbyHS212.066
urn:cite:botcar:sloane.175	urn:cite:botcar:CatesbyHS212.081
urn:cite:botcar:sloane.176	urn:cite:botcar:CatesbyHS212.053
urn:cite:botcar:sloane.177	urn:cite:botcar:CatesbyHS212.050
urn:cite:botcar:sloane.178	urn:cite:botcar:CatesbyHS212.075
urn:cite:botcar:sloane.179	urn:cite:botcar:CatesbyHS232.042
urn:cite:botcar:sloane.18	urn:cite:botcar:CatesbyHS212.028
urn:cite:botcar:sloane.180	urn:cite:botcar:CatesbyHS232.097
